CollectionId,Location,Date,Status,FieldAgent,Do you consent to participate in this survey?,Q1\. Age,Q2\. Gender,"""Q3\. In an average month, roughly how much do you personally spend on non-essential items (entertainment, dining out, personal care, gadgets, etc\.)?""","""Q4\. Who is the primary decision-maker for major household purchases (appliances, electronics, vehicles)?""",Q5\. How often do you choose branded/premium products over cheaper generic alternatives?,Q6\. Highest level of education completed,Q7\. Employment status,Q8\. Occupation category of the chief income earner in your household,Q9\. Housing tenure,Q10\. Which of these does your household currently have? (select all that apply),Q11\. Household monthly income bracket,Q12\. How many people (including you) depend on this household income?,Q13\. State of residence (where you currently live?)
242207205,"9.6029943, 6.5342616","Aug 26th 2026, 10:30 am",pending,Muhammad Adamu,"""yes""","""25–34""","""Male""","""More than ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦50,000 – ₦150,000""","""5–6""","""Niger"""
112119997,"8.9705325, 7.3250134","Aug 26th 2026, 10:39 am",pending,Bulus Samson Duniya ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Car
Generator
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""FCT (Abuja)"""
13380798,"5.2916691, 8.297714","Aug 26th 2026, 10:41 am",pending,Edidiong Augustine ,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Unskilled / casual labor""","""Rented — flat/apartment""","Smartphone
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Cross River"""
240765717,"9.6057879, 6.5359411","Aug 26th 2026, 10:41 am",pending,Adamu Muhammad,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Employed part-time""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Niger"""
327046613,"12.6393945, 9.3765074","Aug 26th 2026, 10:42 am",pending,FAHAD ADAMU ABDULLAHI ,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Refrigerator
Generator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦350,001 – ₦700,000""","""5–6""","""Jigawa"""
449634669,"7.7279433, 4.508797","Aug 26th 2026, 10:46 am",pending,Saliu Fatima,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""1–2""","""Osun"""
171094984,"8.9304503, 11.3467689","Aug 26th 2026, 10:48 am",pending,Joseph Monday ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Computer/laptop
Smartphone
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""5–6""","""Taraba"""
493310517,"10.3101548, 9.8119703","Aug 26th 2026, 10:53 am",pending,Auwal Adamu ,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""Secondary""","""Self-employed / business owner""","""Unskilled / casual labor""","""Living with family / free housing""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""Below ₦50,000""","""5–6""","""Bauchi"""
265772261,"10.2649802, 11.1084861","Aug 26th 2026, 10:54 am",pending,phanuel lemon params ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Employed part-time""","""Unskilled / casual labor""","""Living with family / free housing""","Car
Air conditioner
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Gombe"""
60161116,"7.7363479, 8.5250691","Aug 26th 2026, 10:54 am",pending,Orhungur Mseer Cordelia ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦350,001 – ₦700,000""","""5–6""","""Benue"""
231453624,"9.0189481, 7.6414184","Aug 26th 2026, 10:55 am",pending,Blessing John,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide alone""","""Always""","""Secondary""","""Unemployed""","""Unemployed / none""","""Living with family / free housing""",Smartphone,"""Below ₦50,000""","""3–4""","""Nasarawa"""
412990067,"9.0196623, 7.6405186","Aug 26th 2026, 10:55 am",pending,Blessing John,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""OND/NCE""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Generator
Car
Refrigerator
Computer/laptop
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""3–4""","""Nasarawa"""
53986237,"12.9868222, 5.2046494","Aug 26th 2026, 10:56 am",pending,Hajarat ismail ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Sokoto"""
376893175,"10.3011062, 11.1608636","Aug 26th 2026, 10:56 am",pending,Abdullahi Usman ,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Student""","""Unemployed / none""","""Living with family / free housing""","Smartphone
Computer/laptop","""Below ₦50,000""","""3–4""","""Gombe"""
234429054,"10.292855, 11.1668061","Aug 26th 2026, 11:13 am",pending,ABUBAKAR AUDI WAZIRI,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — detached house/duplex""","Car
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""7+""","""Gombe"""
373876189,"7.4125188, 2.9932954","Aug 26th 2026, 11:14 am",pending,OGUNLEYE MAYOWA ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — single room(s) / face-me-I-face-you""","Smartphone
Generator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""5–6""","""Ogun"""
408007684,"5.5256391, 7.0224589","Aug 26th 2026, 11:16 am",pending,Ofurum Bruno Ndubuoke ,"""yes""","""25–34""","""Male""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — single room(s) / face-me-I-face-you""","Smartphone
Computer/laptop
Cable/satellite TV (DSTV, GOtv, etc.)","""₦350,001 – ₦700,000""","""5–6""","""Imo"""
325649645,"6.6246126, 3.316472","Aug 26th 2026, 11:19 am",pending,Philomina ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""5–6""","""Lagos"""
403092055,"13.0515882, 5.2330477","Aug 26th 2026, 11:20 am",pending,keshal miapsuk Edmond ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I am not involved in these decisions""","""Rarely""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Living with family / free housing""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""Below ₦50,000""","""7+""","""Sokoto"""
82579663,"6.7352933, 3.23308","Aug 26th 2026, 11:21 am",pending,Macaulay Oluwatobiloba Elizabeth ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — detached house/duplex""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Ogun"""
492982352,"6.7355683, 3.2331283","Aug 26th 2026, 11:21 am",pending,Macaulay Oluwatobiloba Elizabeth ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Ogun"""
176033179,"9.0195413, 7.6405339","Aug 26th 2026, 11:22 am",pending,Blessing John,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide alone""","""Rarely""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Refrigerator
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""FCT (Abuja)"""
332892329,"7.6680853, 5.126808","Aug 26th 2026, 11:29 am",pending,Kehinde Awojinrin ,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Rarely""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""Below ₦50,000""","""3–4""","""Ekiti"""
142288340,"7.266095, 5.1694691","Aug 26th 2026, 11:49 am",pending,LATEEF OLAIDE IBRAHIM ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Often""","""OND/NCE""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Generator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦150,001 – ₦350,000""","""1–2""","""Ondo"""
373231436,"7.620147, 5.209214","Aug 26th 2026, 11:50 am",pending,Esther Omonode ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — detached house/duplex""","Car
Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Ekiti"""
160641892,"7.5506053, 3.8826207","Aug 26th 2026, 11:55 am",pending,Alade Abayomi A ,"""yes""","""25–34""","""Male""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Oyo"""
287172055,"7.1454387, 3.3785936","Aug 26th 2026, 12:03 pm",pending,Nwaogwugwu Nicholas Uba,"""yes""","""35–44""","""Male""","""More than ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Generator
Car
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""7+""","""Ogun"""
175117430,"10.27027027027027, 11.151648219480608","Aug 26th 2026, 12:05 pm",pending,AUWAL BELLO,"""yes""","""25–34""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""OND/NCE""","""Student""","""Middle management / skilled / supervisory""","""Own home — detached house/duplex""","Smartphone
Computer/laptop
Cable/satellite TV (DSTV, GOtv, etc.)
Air conditioner","""₦50,000 – ₦150,000""","""3–4""","""Gombe"""
371747170,"10.6516626, 11.33098","Aug 26th 2026, 12:07 pm",pending,Umar Faruk Musa ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Employed full-time""","""Junior staff / semi-skilled""","""Living with family / free housing""",Smartphone,"""₦50,000 – ₦150,000""","""7+""","""Gombe"""
18949338,"10.6516626, 11.33098","Aug 26th 2026, 12:08 pm",pending,Umar Faruk Musa ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Employed full-time""","""Junior staff / semi-skilled""","""Living with family / free housing""",Smartphone,"""₦50,000 – ₦150,000""","""7+""","""Gombe"""
467495761,"4.7924243, 6.9919942","Aug 26th 2026, 12:09 pm",pending,Stanley Okwarauba ,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Rivers"""
401790252,"12.5045214, 8.0196516","Aug 26th 2026, 12:23 pm",pending,Hassan Rabiu ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Living with family / free housing""",Smartphone,"""₦50,000 – ₦150,000""","""5–6""","""Katsina"""
220952203,"12.6177435, 9.3875006","Aug 26th 2026, 12:28 pm",pending,usaina,"""yes""","""25–34""","""Male""","""Less than ₦10,000""","""I decide alone""","""Always""","""No formal education""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — detached house/duplex""",Car,"""Below ₦50,000""","""1–2""","""Jigawa"""
50816738,"9.9122547, 11.9549069","Aug 26th 2026, 12:31 pm",pending,saadatu Ibrahim Mai,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""OND/NCE""","""Self-employed / business owner""","""Unemployed / none""","""Rented — single room(s) / face-me-I-face-you""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Adamawa"""
433896499,"9.0409444, 7.5166254","Aug 26th 2026, 12:33 pm",pending,Eucharia ,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Unemployed""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦150,001 – ₦350,000""","""5–6""","""FCT (Abuja)"""
152823998,"6.3223828, 5.5810074","Aug 26th 2026, 12:34 pm",pending,Idris Kudu Muhammad ,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone
Refrigerator","""₦150,001 – ₦350,000""","""7+""","""Edo"""
464697750,"10.4664075, 7.4347918","Aug 26th 2026, 12:35 pm",pending,Moses Blessing Ajayi ,"""yes""","""18–24""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Computer/laptop
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦350,001 – ₦700,000""","""3–4""","""Kaduna"""
322630260,"10.2924729, 11.1718226","Aug 26th 2026, 12:36 pm",pending,Fatima Muhammad yuguda,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Smartphone
Car","""₦50,000 – ₦150,000""","""3–4""","""Gombe"""
70859873,"11.5549838, 8.5770808","Aug 26th 2026, 12:46 pm",pending,Dauda Afiniki ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Rented — single room(s) / face-me-I-face-you""",Smartphone,"""Below ₦50,000""","""1–2""","""Kano"""
273410937,"10.280379, 11.1831079","Aug 26th 2026, 12:47 pm",pending,Esther Joida ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Car","""₦150,001 – ₦350,000""","""1–2""","""Gombe"""
427957457,"6.4385017, 7.49598","Aug 26th 2026, 12:51 pm",pending,Okoye Blessing Chinelo ,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Employed full-time""","""Unskilled / casual labor""","""Rented — flat/apartment""","Smartphone
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Enugu"""
101115494,"12.1678759, 6.6609293","Aug 26th 2026, 12:53 pm",pending,YUSUF LAWALI,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Living with family / free housing""",Smartphone,"""Below ₦50,000""","""1–2""","""Zamfara"""
465548700,"7.4232975, 3.8394896","Aug 26th 2026, 12:55 pm",pending,Ogundipe Suliat Adebimpe,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed part-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""",Smartphone,"""₦150,001 – ₦350,000""","""1–2""","""Lagos"""
428474463,"10.31406, 11.1348617","Aug 26th 2026, 12:57 pm",pending,Bilyaminu Abdullahi,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Unemployed""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Gombe"""
453820279,"4.774774774774775, 7.123821588522234","Aug 26th 2026, 12:57 pm",pending,Patrick ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""Postgraduate""","""Employed part-time""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Air conditioner","""₦50,000 – ₦150,000""","""3–4""","""Rivers"""
141882007,"5.5270466, 7.0188969","Aug 26th 2026, 12:59 pm",pending,Garuba O David,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Generator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦350,001 – ₦700,000""","""3–4""","""Lagos"""
147677982,"5.527145, 7.01898","Aug 26th 2026, 1:02 pm",pending,Ofurum Bruno Ndubuoke ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Computer/laptop
Cable/satellite TV (DSTV, GOtv, etc.)","""₦150,001 – ₦350,000""","""3–4""","""Imo"""
69669880,"10.4575734, 8.6612618","Aug 26th 2026, 1:10 pm",pending,Isuwa Ishaku ,"""yes""","""35–44""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Always""","""Secondary""","""Employed part-time""","""Junior staff / semi-skilled""","""Rented — single room(s) / face-me-I-face-you""","Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Kaduna"""
73078711,"8.0855717, 4.6944067","Aug 26th 2026, 1:25 pm",pending,Faith,"""yes""","""18–24""","""Female""","""Less than ₦10,000""","""I am not involved in these decisions""","""Rarely""","""OND/NCE""","""Student""","""Unemployed / none""","""Living with family / free housing""",Smartphone,"""₦50,000 – ₦150,000""","""7+""","""Kwara"""
174126393,"10.2762422, 11.201913","Aug 26th 2026, 1:26 pm",pending,USMAN SAADU ,"""yes""","""35–44""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Generator","""₦50,000 – ₦150,000""","""1–2""","""Gombe"""
186249616,"6.3424861, 5.6295305","Aug 26th 2026, 1:32 pm",pending,Ezeh Magdalene ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Generator
Smartphone
Computer/laptop","""₦50,000 – ₦150,000""","""3–4""","""Edo"""
245017797,"6.6483912, 3.2984275","Aug 26th 2026, 1:34 pm",pending,Morenikeji Olajide ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Generator
Refrigerator
Air conditioner
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""Above ₦700,000""","""3–4""","""Lagos"""
390910141,"6.2606817, 7.1096467","Aug 26th 2026, 1:34 pm",pending,Ihedioha Precious Oluebube ,"""yes""","""18–24""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Often""","""Secondary""","""Student""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Car
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""Above ₦700,000""","""5–6""","""Anambra"""
16392239,"12.9624942, 7.6388141","Aug 26th 2026, 1:34 pm",pending,Ramatu Abdulraheem ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — detached house/duplex""","Car
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Katsina"""
294962447,"9.6024228, 6.5638262","Aug 26th 2026, 1:35 pm",pending,Alfa Saidu Tanimu,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide alone""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Smartphone","""₦50,000 – ₦150,000""","""1–2""","""Niger"""
345243676,"9.594733, 6.5198732","Aug 26th 2026, 1:44 pm",pending,Christiana Benjamin ,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Generator","""₦150,001 – ₦350,000""","""3–4""","""Niger"""
222861709,"4.8442423, 6.9982752","Aug 26th 2026, 1:45 pm",pending,Emmanuel Onyinye Esther,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Car
Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦350,001 – ₦700,000""","""3–4""","""Rivers"""
80586858,"10.4364525, 7.5196166","Aug 26th 2026, 1:47 pm",pending,Zigwai Peter Musa ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Kaduna"""
156021885,"10.4364525, 7.5196166","Aug 26th 2026, 1:47 pm",pending,Zigwai Peter Musa ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""3–4""","""Kaduna"""
181693898,"12.4541792, 10.0467628","Aug 26th 2026, 1:48 pm",pending,Asiya adamu maigoro ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Car
Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""7+""","""Jigawa"""
216734871,"11.6925786, 11.0903958","Aug 26th 2026, 1:50 pm",pending,SALISU HASSAN,"""yes""","""25–34""","""Male""","""More than ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Generator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Refrigerator","""₦150,001 – ₦350,000""","""3–4""","""Yobe"""
260550923,"6.632154600000001, 3.5354992","Aug 26th 2026, 1:52 pm",pending,adejoke,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Rarely""","""OND/NCE""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦350,001 – ₦700,000""","""3–4""","""Ogun"""
